Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
paleo,Paleo Flourless Chocolate Cake,american,55.16,123.66,244.31,2022-10-16,17:21:58,0.44606178230632376,0.5061602062952806
paleo,Paleo Chicken Salad with Dates & Walnuts {Whole30} recipes,mediterranean,97.63,88.59,98.0,2022-10-16,17:21:58,1.1020431199909695,0.9039795918367347
paleo,Paleo Blackberry Muffins recipes,american,43.48,81.37,88.44,2022-10-16,17:21:58,0.5343492687722747,0.9200587969244687
paleo,Paleo Crockpot Cashew Chicken recipes,italian,165.31,78.63,220.89,2022-10-16,17:21:58,2.1023782271397686,0.35596903436099414
paleo,Paleo Blackberry Instant Pot Cobbler,french,33.01,287.56,114.66,2022-10-16,17:21:58,0.11479343441368757,2.507936507936508
paleo,Paleo Banana Bread French Toast,french,21.23,203.11,42.55,2022-10-16,17:21:58,0.1045246418197036,4.773443008225618
paleo,Three-Ingredient Paleo Chocolate Truffles,french,23.43,183.78,200.78,2022-10-16,17:21:58,0.12748938948743063,0.9153302121725272
paleo,Toasted Egg Fiesta Paleo Wrap (Ketogenic),american,13.92,32.74,26.53,2022-10-16,17:21:58,0.4251679902260232,1.234074632491519
paleo,Paleo Beef Stroganoff,eastern europe,215.13,36.63,68.05,2022-10-16,17:21:58,5.873054873054873,0.5382806759735489
paleo,Paleo Whole30 Classic Egg Salad recipes,american,61.5,8.58,184.92,2022-10-16,17:21:58,7.1678321678321675,0.0463984425697599
paleo,Easy Paleo Meatloaf with Bacon,american,203.61,23.57,166.41,2022-10-16,17:21:58,8.638523546881629,0.14163812270897183
paleo,"Gluten Free Beef and Tomato {Chinese Style, Paleo Option} recipes",chinese,107.83,56.13,81.39,2022-10-16,17:21:58,1.9210760734010333,0.6896424622189459
paleo,"Buffalo Ranch Chicken Salad Recipe {Paleo, Whole30 Compliant} recipes",american,145.57,27.22,152.88,2022-10-16,17:22:05,5.347905951506245,0.17804814233385663
paleo,Paleo Crock Pot Pulled Pork recipes,american,255.11,99.29,170.32,2022-10-16,17:22:05,2.569342330546883,0.5829614842649131
paleo,Papaya Chicken Paleo Wrap,british,40.75,33.63,35.28,2022-10-16,17:22:05,1.2117157300029735,0.9532312925170069
paleo,Paleo Vegan Enchilada Casserole,american,96.62,331.56,21.46,2022-10-16,17:22:05,0.2914103028109543,15.45013979496738
paleo,"Blueberry Almond Mug Cake (Paleo, Gluten Free)",american,14.22,33.55,34.47,2022-10-16,17:22:05,0.4238450074515649,0.9733101247461561
paleo,Paleo Bang Bang Shrimp recipes,japanese,91.88,3.34,163.16,2022-10-16,17:22:05,27.508982035928142,0.020470703603824466
paleo,"Creamy Roasted Sesame Dressing (Paleo, Whole30, Keto)",mediterranean,3.3,13.24,57.69,2022-10-16,17:22:05,0.24924471299093653,0.2295025134338707
paleo,Paleo Ranch Dressing and Dip recipes,american,1.77,5.8,190.1,2022-10-16,17:22:05,0.30517241379310345,0.03051025775907417
paleo,Smoked Salmon Paleo Wrap Bites,nordic,34.01,82.25,27.63,2022-10-16,17:22:05,0.41349544072948324,2.9768367716250452
paleo,Paleo Meatloaf,american,283.04,85.83,108.96,2022-10-16,17:22:05,3.2976814633578004,0.7877202643171807
paleo,Dairy-free Paleo Ranch Dressing,american,5.63,10.85,226.21,2022-10-16,17:22:05,0.5188940092165899,0.047964280977852436
paleo,Paleo Banana Chip Muffins recipes,american,95.83,139.93,188.95,2022-10-16,17:22:05,0.6848424212106052,0.7405662873776132
paleo,Creamy (yet Paleo) Cucumber Salad recipes,american,3.23,17.66,45.05,2022-10-16,17:22:12,0.18289920724801811,0.39200887902330744
paleo,Bunless Paleo Chicken BLTs recipes,american,97.48,19.3,119.43,2022-10-16,17:22:12,5.050777202072539,0.1616009377878255
paleo,"Frittata with Sweet Potato, Sausage and Caramelized Onions (Paleo, Grain-Free) recipes",italian,126.61,109.21,188.1,2022-10-16,17:22:12,1.1593260690412965,0.580595427963849
paleo,Paleo Tangy BBQ Pulled Pork,american,244.91,263.45,61.97,2022-10-16,17:22:12,0.9296261150123364,4.251250605131515
paleo,Paleo Crab Cakes recipes,french,97.65,19.1,76.38,2022-10-16,17:22:12,5.112565445026178,0.2500654621628699
paleo,Simple Paleo Coleslaw recipes,mediterranean,14.52,80.91,90.39,2022-10-16,17:22:12,0.17945865776789025,0.8951211417192166
paleo,"3 Ingredient Chocolate Walnut Fudge (Paleo, Vegan, Gluten Free, Dairy-Free)",american,48.8,126.11,160.21,2022-10-16,17:22:12,0.3869637617952581,0.7871543599026277
paleo,Paleo Whole30 Chicken Salad recipes,american,171.35,54.47,285.53,2022-10-16,17:22:12,3.145768312832752,0.1907680453892761
paleo,Flourless Chocolate Peppermint Cake (Paleo and Low Carb) recipes,american,45.19,255.14,114.31,2022-10-16,17:22:12,0.1771184447754174,2.2320006998512816
paleo,Easy Paleo Fried Fish Sticks,french,106.13,43.27,214.62,2022-10-16,17:22:12,2.4527386179801245,0.20161215170999908
paleo,Paleo Cheese-Stuffed Meatballs,american,103.97,82.66,131.02,2022-10-16,17:22:12,1.2578030486329543,0.6308960464051289
paleo,"Paleo Shrimp, Bacon and Tomato Pasta Recip",italian,72.33,48.97,74.65,2022-10-16,17:22:12,1.477026751072085,0.655994641661085
paleo,Primal Organic Chicken Recipe In A Paleo Wrap,american,37.07,50.05,35.2,2022-10-16,17:22:12,0.7406593406593407,1.4218749999999998
paleo,Paleo Vegan Cherry Garcia Ice Cream,american,16.51,257.72,52.79,2022-10-16,17:22:12,0.06406177246624244,4.881985224474333
paleo,Paleo Peach-Blueberry Cobbler recipes,american,42.38,245.47,161.24,2022-10-16,17:22:12,0.17264838880514932,1.5223889853634334
paleo,Paleo Sweet Potato Casserole,italian,38.03,1061.56,199.18,2022-10-16,17:22:18,0.03582463544217944,5.329651571442915
paleo,Paleo Crab Cakes,american,32.3,14.14,106.85,2022-10-16,17:22:18,2.284299858557284,0.13233504913430044
paleo,Cinnamon Raisin Paleo Bread Pudding recipes,british,74.2,336.36,139.83,2022-10-16,17:22:18,0.22059697942680462,2.4054923836086677
paleo,Paleo Chicken Piccata,french,38.49,111.57,127.66,2022-10-16,17:22:18,0.34498521107824687,0.873962086793044
paleo,Paleo Barbecue Chicken Casserole recipes,italian,271.64,258.95,282.4,2022-10-16,17:22:18,1.0490055995365901,0.9169617563739377
paleo,Baked Ranch Chicken Tenders (Paleo + Whole30),american,105.57,129.65,146.59,2022-10-16,17:22:18,0.8142691862707288,0.8844395934238352
paleo,Chocolate Almond Buttercream Cups | PALEO,american,27.72,280.99,138.5,2022-10-16,17:22:18,0.09865119755151427,2.0288086642599277
paleo,Paleo Broccoli Salad,american,33.1,59.46,126.68,2022-10-16,17:22:18,0.5566767574840229,0.4693716450899905
paleo,Paleo Whole 30 Berry Chicken Salad,american,228.65,25.01,238.62,2022-10-16,17:22:18,9.14234306277489,0.10481099656357389
paleo,"Cauliflower Fried ""Rice"" (Paleo)",chinese,26.48,44.85,16.65,2022-10-16,17:22:18,0.59041248606466,2.693693693693694
paleo,Paleo Pumpkin Bolognese,italian,83.7,41.66,96.89,2022-10-16,17:22:18,2.0091214594335094,0.4299721333470946
paleo,Paleo Egg Nog Cake recipes,british,62.83,159.42,66.35,2022-10-16,17:22:18,0.39411617112031117,2.4027128862094953
paleo,Easy Paleo Reese's™ Cups,french,61.73,259.06,224.92,2022-10-16,17:22:25,0.2382845672817108,1.1517873021518763
paleo,Paleo Cornbread Stuffing recipes,american,129.28,693.44,243.17,2022-10-16,17:22:25,0.1864328564836179,2.8516675576757007
paleo,Sloppy Joe's - Paleo & Whole30 recipes,french,94.68,90.81,85.8,2022-10-16,17:22:25,1.0426164519326067,1.0583916083916085
paleo,No-Bake Paleo Chocolate Chip Coconut Bars,american,74.81,272.62,518.78,2022-10-16,17:22:25,0.27441126843225,0.5255021396352982
paleo,Portobello Mushroom Paleo Taco,italian,81.07,46.84,114.72,2022-10-16,17:22:25,1.7307856532877879,0.40829846582984664
paleo,Paleo BBQ Ranch Meatloaf,american,173.86,79.71,130.88,2022-10-16,17:22:25,2.1811566930121695,0.6090311735941321
paleo,Keto Paleo Tuna Taquitos Recipe,mexican,46.45,79.45,75.1,2022-10-16,17:22:25,0.5846444304594084,1.0579227696404794
paleo,Paleo Chocolate Coconut Milk Panna Cotta,italian,23.39,101.95,147.65,2022-10-16,17:22:25,0.22942618930848455,0.690484253301727
paleo,"Slow Cooker Honey Peach Chipotle Meatballs (Gluten Free, Paleo) recipes",eastern europe,23.44,256.29,25.75,2022-10-16,17:22:25,0.09145889422138984,9.953009708737865
paleo,Paleo Roasted Cabbage with Mustard Seed Dressing recipes,mediterranean,4.18,14.45,50.79,2022-10-16,17:22:25,0.2892733564013841,0.2845048237842095
paleo,Paleo Tuna Spinach Casserole recipes,italian,84.76,50.54,92.11,2022-10-16,17:22:25,1.6770874554808075,0.5486917815655195
paleo,Paleo Beef Stroganoff,eastern europe,130.93,70.55,203.75,2022-10-16,17:22:25,1.8558469170800853,0.3462576687116564
paleo,Slammin Wild Salmon Paleo Wrap Tumeric,nordic,95.18,45.51,55.22,2022-10-16,17:22:25,2.091408481652384,0.824157913799348
paleo,Vietnamese Spring Rolls (Paleo) recipes,south east asian,38.7,122.93,71.13,2022-10-16,17:22:25,0.31481330838688687,1.7282440601715172
paleo,Paleo Banana Muffins recipes,american,52.77,99.46,150.99,2022-10-16,17:22:25,0.5305650512768953,0.6587191204715543
paleo,Paleo Chicken Shawarma recipes,middle eastern,114.46,52.87,92.38,2022-10-16,17:22:25,2.164932854170607,0.5723100238146785
paleo,Paleo Spinach Donuts recipes,american,43.22,247.39,124.45,2022-10-16,17:22:25,0.17470390880795506,1.9878666130976295
paleo,Paleo Strawberry Pie recipes,american,60.38,223.26,160.19,2022-10-16,17:22:32,0.2704470124518499,1.393719957550409
paleo,Quick and Easy Paleo Salads,french,44.68,28.95,73.11,2022-10-16,17:22:32,1.543350604490501,0.39597866228970047
paleo,Chocolate Custard (Paleo or Low Carb) recipes,french,36.84,126.43,159.07,2022-10-16,17:22:32,0.2913865380052203,0.7948073175331616
paleo,"Pumpkin Milkshake (Dairy-free, Paleo, AIP) recipes",american,21.77,88.19,168.04,2022-10-16,17:22:32,0.24685338473749857,0.5248155201142585
paleo,"Pistachio Crumbed Mushrooms (Paleo, Low Carb) recipes",british,47.75,59.33,157.69,2022-10-16,17:22:32,0.8048204955334569,0.37624453040776207
paleo,"Paleo Chocolate Mousse Cake (dairy Free, Raw Dessert, Keto, Paleo, Gluten Free) recipes",american,48.81,278.15,264.65,2022-10-16,17:22:32,0.17548085565342444,1.0510107689401096
paleo,Paleo Ground Beef Spaghetti Squash Skillet,italian,96.21,128.43,115.48,2022-10-16,17:22:32,0.749124036440084,1.1121406304121926
paleo,Paleo Fried Green Tomatoes recipes,french,49.16,59.39,182.49,2022-10-16,17:22:32,0.827748779255767,0.325442489999452
paleo,Dulce de Leche Ice Cream (Paleo) recipes,italian,14.38,177.86,141.1,2022-10-16,17:22:32,0.08085010682559317,1.2605244507441533
paleo,"Easy BBQ Jackfruit Saute Recipe [Paleo, Vegan]",american,2.02,108.4,14.76,2022-10-16,17:22:32,0.01863468634686347,7.3441734417344176
paleo,"Easy 10 Minute Asian Zucchini Noodles (low-carb, Paleo) recipes",asian,13.86,37.92,7.02,2022-10-16,17:22:32,0.365506329113924,5.401709401709402
paleo,Paleo Maple Pecan Latte Mug Cake,american,12.5,36.44,32.19,2022-10-16,17:22:32,0.34302963776070255,1.1320285803044423
paleo,Paleo Beef Stew,american,208.63,137.91,54.39,2022-10-16,17:22:32,1.5127982017257633,2.53557639271925
paleo,A No Bake Paleo Chocolate Cashew Coconut Dessert That’s Healthy,american,27.93,87.43,751.19,2022-10-16,17:22:32,0.3194555644515612,0.11638866332086423
paleo,"Easy Chicken Herb Salad (Paleo, Low Carb) recipes",american,81.02,9.13,109.01,2022-10-16,17:22:32,8.874041621029571,0.08375378405650859
paleo,Frozen Chocolate Custard (Low Carb and Paleo Friendly),american,40.47,56.32,184.95,2022-10-16,17:22:38,0.7185724431818181,0.30451473371181403
paleo,Paleo Ground Beef Spaghetti Squash Skillet recipes,italian,96.21,128.43,115.48,2022-10-16,17:22:38,0.749124036440084,1.1121406304121926
paleo,Salted Caramel Bliss Balls- Aka Paleo Style Truffles,french,58.09,221.62,168.29,2022-10-16,17:22:38,0.2621153325512138,1.31689345772179
paleo,20-Minute Paleo Cashew Chicken,american,189.22,139.79,190.27,2022-10-16,17:22:38,1.3536018313184062,0.7346928049613706
paleo,"Healthy Buffalo Turkey Meatballs (paleo, GF) recipes",american,107.96,14.59,67.22,2022-10-16,17:22:38,7.399588759424263,0.21704849747099078
paleo,"Shepherd’s Pie with Cauliflower Topping (GAPS, Paleo, Grain-Free) recipes",american,110.14,57.66,168.1,2022-10-16,17:22:38,1.9101630246271246,0.34301011302795953
paleo,Paleo Chocolate and Candied Orange Peel Freezer Fudge (GF) recipes,american,60.59,289.03,220.89,2022-10-16,17:22:38,0.20963221810884686,1.3084793336049616
paleo,Paleo Crockpot BBQ Pulled Pork,american,403.14,254.68,412.96,2022-10-16,17:22:38,1.5829275954138526,0.6167183262301434
paleo,Primal Roast Beast Wrap Recipe,british,65.76,53.13,62.59,2022-10-16,17:22:38,1.2377188029361943,0.8488576449912126
paleo,Paleo Chili Over Zero Carb Paleo Miracle Rice™,american,184.44,249.2,24.04,2022-10-16,17:22:38,0.7401284109149278,10.366056572379367
paleo,Saucy Grilled Paleo Pork Chops Recipe,eastern europe,77.12,79.94,29.49,2022-10-16,17:22:38,0.9647235426569928,2.7107494065785014
paleo,"Orange and Five-Spice Roasted Chicken Legs | Keto, Paleo",mediterranean,677.22,41.71,686.9,2022-10-16,17:22:38,16.236394150083914,0.06072208472849032
paleo,The Best Paleo Beef Enchiladas recipes,mexican,116.96,182.48,163.36,2022-10-16,17:22:38,0.6409469530907497,1.1170421155729675
paleo,Paleo Chicken Taco Meatballs (GF) recipes,mexican,90.61,10.48,51.89,2022-10-16,17:22:38,8.645992366412214,0.2019656966660243
paleo,Smoky BBQ Paleo Chili recipes,american,97.93,107.81,116.11,2022-10-16,17:22:38,0.9083572952416288,0.9285160623546637
paleo,Collard Green Paleo Slaw (Super Slaw) recipes,mediterranean,5.4,28.18,31.71,2022-10-16,17:22:45,0.19162526614620298,0.8886786502680543
paleo,"Blueberry Chia Seed Coleslaw (Paleo, GF) recipes",american,12.01,80.23,53.09,2022-10-16,17:22:45,0.1496946279446591,1.5112073836880768
paleo,"Orange Chicken Recipe (Paleo, Grain-Free) recipes",french,191.91,161.86,143.79,2022-10-16,17:22:45,1.1856542691214629,1.1256693789554213
paleo,Sneaky Chocolate Veggie Cake (Paleo option) recipes,american,96.82,335.74,291.09,2022-10-16,17:22:45,0.28837791147912073,1.153388986224192
paleo,Paleo Cauliflower Fried Rice,chinese,56.99,97.39,56.34,2022-10-16,17:22:45,0.5851730157100319,1.7286119985800497
paleo,Caramel Chocolate Mousse (Paleo & Vegan) recipes,american,38.1,270.02,232.58,2022-10-16,17:22:45,0.14110065921042886,1.1609768681743915
paleo,"Healthy Fudge Bites {Paleo, Gluten Free, Sugar Free, Dairy Free} recipes",american,8.38,178.34,297.71,2022-10-16,17:22:45,0.04698889761130425,0.5990393335796581
paleo,"Easy Crab Cakes (Paleo, Low Carb) recipes",french,94.1,15.58,63.84,2022-10-16,17:22:45,6.0397946084724,0.24404761904761904
paleo,Keto Paleo Meatloaf recipes,american,143.36,37.65,172.61,2022-10-16,17:22:45,3.8077025232403723,0.2181217774172991
paleo,Paleo Ginger Cake with Lemon and Coconut,french,59.12,86.59,200.92,2022-10-16,17:22:45,0.6827578242291257,0.4309675492733427
paleo,Paleo Whole30 Classic Potato Salad,mediterranean,32.03,272.41,57.65,2022-10-16,17:22:45,0.11758011820417752,4.725238508239376
paleo,Paleo Chocolate Pistachio Biscotti recipes,italian,53.41,214.31,129.8,2022-10-16,17:22:45,0.24921842191218327,1.6510785824345144
paleo,Paleo Sloppy Joes with Sweet Potatoes recipes,american,90.72,202.74,106.32,2022-10-16,17:22:45,0.44746966558153295,1.9068848758465013
paleo,Gluten Free “Carrot Cake” Vegan Cheesecake {Paleo} recipes,american,74.18,426.76,307.56,2022-10-16,17:22:45,0.17382135157934203,1.3875666536610742
paleo,Paleo Chocolate Chunk Banana Bread recipes,american,81.41,257.6,233.5,2022-10-16,17:22:45,0.31603260869565214,1.1032119914346896
paleo,Paleo Sweet and Sour Pork,mediterranean,97.79,167.44,112.53,2022-10-16,17:22:45,0.5840301003344482,1.4879587665511418
paleo,"Egg Salad Lettuce Wraps (Paleo, GF) recipes",american,31.06,10.09,50.9,2022-10-16,17:22:52,3.0782953419226957,0.19823182711198428
paleo,"Spaghetti Squash Soup with Pumpkin and Fall Flavors {GF, Vegan, Paleo}",american,42.79,175.5,44.84,2022-10-16,17:22:52,0.24381766381766382,3.913916146297948
paleo,"BBQ Beef Pizza (AIP, Paleo)",italian,111.23,259.49,110.34,2022-10-16,17:22:52,0.4286485028324791,2.351731013231829
paleo,Paleo-Approved Classic Chicken Salad,american,37.0,58.18,212.82,2022-10-16,17:22:52,0.6359573736679272,0.2733765623531623
paleo,Primal Curried Egg Salad Coconut Wraps,american,22.37,38.14,42.75,2022-10-16,17:22:52,0.5865233350812795,0.8921637426900585
paleo,Baked Salmon with Pesto and Pecans,nordic,329.12,8.78,251.78,2022-10-16,17:22:52,37.485193621867886,0.03487171340058781
paleo,Paleo Banana Chocolate Chip Muffins,american,105.65,526.6,219.56,2022-10-16,17:22:52,0.2006266616027345,2.3984332300965567
paleo,"Almond Flour Crust for Tarts or Pies - Gluten Free, Low Carb, Sugar Free, Paleo recipes",american,62.5,84.87,199.1,2022-10-16,17:22:52,0.7364204076823376,0.4262682069311904
paleo,"Spatchcock Herbed Chicken (Paleo, Whole30 option)",french,226.67,21.54,221.69,2022-10-16,17:22:52,10.523212627669452,0.09716270467770309
paleo,Paleo Chocolate Sweet Potato Bread (gluten and dairy free),american,77.32,1801.16,887.91,2022-10-16,17:22:52,0.042927890914743826,2.0285389284950055
paleo,Easy Paleo Lemon Chia Seed Muffins,american,74.35,542.66,211.44,2022-10-16,17:22:52,0.13701028268160542,2.5664964055996973
paleo,Paleo Chocolate Honey Bars recipes,american,77.32,349.38,266.18,2022-10-16,17:22:52,0.22130631404201728,1.3125704410549253
paleo,DIY Chicken Burrito Bowl (Paleo),mexican,86.59,165.25,101.45,2022-10-16,17:22:52,0.5239939485627837,1.6288812222769837
paleo,"Healthy Buffalo Turkey Meatloaf (Paleo, Whole30) recipes",american,217.07,34.17,134.74,2022-10-16,17:22:58,6.3526485220954045,0.25359952501113253
paleo,Paleo Slow Cooker Beef Stew recipes,american,179.32,120.49,36.68,2022-10-16,17:22:58,1.4882562868287825,3.284896401308615
paleo,"Teriyaki Salmon Recipe (Grain-Free, Paleo) recipes",nordic,102.48,104.16,59.07,2022-10-16,17:22:58,0.9838709677419356,1.7633316404266124
paleo,Banana Cocoa Snack Cake (Paleo) recipes,american,68.94,227.74,168.98,2022-10-16,17:22:58,0.3027136207956441,1.3477334595810155
paleo,Paleo Creole Meatballs,american,134.14,55.22,177.0,2022-10-16,17:22:58,2.4291923216226,0.3119774011299435
paleo,Easy Paleo Shepherd's Pie recipes,american,107.14,93.45,137.29,2022-10-16,17:22:58,1.1464954521134296,0.6806759414378324
paleo,"Buffalo Chicken Cobb Salad {paleo, whole30",american,3.26,7.35,89.83,2022-10-16,17:22:58,0.44353741496598637,0.08182121785595013
paleo,Paleo Carrot & Apple Juicer Pulp Muffi,british,56.05,119.56,118.16,2022-10-16,17:22:58,0.46880227500836397,1.0118483412322274
paleo,Sesame Ginger Paleo Turkey Meatballs recipes,american,104.28,42.67,56.99,2022-10-16,17:22:58,2.443871572533396,0.7487278469907002
paleo,"Coconut Chocolate Chip Healthy Vegan Ice Cream Recipe (Paleo, Homemade, Dairy-Free)",american,16.29,154.99,89.99,2022-10-16,17:22:58,0.1051035550680689,1.7223024780531173
paleo,Zero Carb Beef Stew w/Paleo Rice By Paleo Nate,american,459.83,289.66,200.26,2022-10-16,17:22:58,1.587481875302078,1.4464196544492163
paleo,Creamy Paleo Chicken Enchiladas Verdes recipes,mexican,168.06,206.21,137.17,2022-10-16,17:22:58,0.8149944231608555,1.5033170518334915
paleo,"Paleo Vegetarian Tacos with Zucchini, Squash & Eggplant recipes",mexican,33.3,254.57,86.36,2022-10-16,17:22:58,0.13080881486428095,2.9477767484946735
paleo,Paleo Chocolate Pecan Tart,american,52.41,149.85,387.32,2022-10-16,17:22:58,0.34974974974974976,0.38688939378291853
paleo,"Paleo Pepperoni Pizza with Veggies {GF, DF}",italian,39.65,112.8,58.12,2022-10-16,17:22:58,0.35150709219858156,1.9408121128699243
paleo,Chicken Shawarma on Pita recipes,middle eastern,237.66,213.88,158.28,2022-10-16,17:23:05,1.1111838414063961,1.3512762193580996
paleo,Almond Crusted Tilapia,mediterranean,135.57,96.94,107.04,2022-10-16,17:23:05,1.3984939137610892,0.905642750373692
paleo,Paleo Creole Meatballs recipes,american,134.58,57.97,177.14,2022-10-16,17:23:05,2.3215456270484736,0.32725527831094053
paleo,"Mini Zucchini Avocado Burgers Recipe [Paleo, Keto, AIP]",american,44.44,15.24,93.04,2022-10-16,17:23:05,2.916010498687664,0.1638005159071367
